gene	logFC	P.Value	adj.P.Val
RCN3	0.760727104798726	0.262910922796005	0.36726795530235
SPTLC1	0.815466714771337	0.263181588772056	0.367621515696152
UBAC2	0.738637033203646	0.263294204323837	0.367754273106436
TIMP1	0.787928435243096	0.26332740955916	0.367776104414001
DIO2	-0.807793041694696	0.263416066115308	0.367875373700543
PPP2CA	0.958027774791251	0.26353197337599	0.368012684342074
TNFSF13	-0.867397325343712	0.263571203022464	0.368042906342458
IFNGR1	0.735729082940004	0.263707487472155	0.368208639677208
SLIT2	1.21749918936457	0.263950071408141	0.368522764497381
C14orf79	0.807307374214775	0.263968510425742	0.368523920819873
COASY	0.839921152060754	0.264273159372535	0.368924625285502
C5orf49	0.82169441714057	0.264317589257854	0.368955119971155
PAQR5	-0.746360750139752	0.264330266587382	0.368955119971155
TMEM147	0.721805091440047	0.26444864093503	0.36909572868715
CDK17	1.00997714677332	0.26452671738913	0.36918007790349
UBAC1	0.713676792250652	0.264641024327957	0.369314976664677
SCRT1	0.98508579228267	0.264685602468583	0.369352555165216
OAS2	-0.8065597930731	0.264705398519034	0.369355549070434
THYN1	0.851536040463143	0.264863052903353	0.369550889789009
AMD1	0.912270945468918	0.264937441413687	0.369630035270539
DUSP1	0.740519479810662	0.265070931553723	0.36979162091288
MMP28	-0.807879387048283	0.265120294503024	0.369835829796032
CKMT1A	-0.976580194253147	0.265140276407068	0.36983904973299
UBE3D	0.880986439983226	0.265350838283277	0.370097663018599
COLEC10	1.13928417162863	0.265361050173519	0.370097663018599
SFTA3	-0.949332302184983	0.265393202606667	0.370117837903839
YIF1B	0.804664611735183	0.265513721266787	0.370259412633955
SCARF2	0.741977112967875	0.265530106346065	0.370259412633955
SLU7	0.899946333952624	0.265972121875538	0.370851054262227
ARL4A	0.925131325658073	0.266004925031775	0.370872080832495
NDUFA11	0.741492890858503	0.266116006265714	0.371002234984433
SLC25A19	0.850257376891573	0.266138645591315	0.371003784362595
SDHC	0.718421716568855	0.26615257626165	0.371003784362595
MOXD1	1.31053389491513	0.266175530889283	0.371011067700602
AIG1	0.780453087594422	0.266242438496849	0.371079610229456
IMMP2L	0.818876679793221	0.266574428515547	0.371502716613966
OPN5	1.26380445939619	0.266581515467615	0.371502716613966
LOC729059	0.925869192887851	0.266665409670679	0.371594883316816
CYP2S1	-0.965323973134069	0.266735995863326	0.371644390268395
LPP	0.742501414683757	0.266736456916803	0.371644390268395
DNAJC24	0.82225232678426	0.266946623252173	0.371912452608187
FAM174B	0.866866206082364	0.267030277637164	0.3720042333956
AKR7A2	0.713096479459046	0.267077331796984	0.372045016987331
CCL19	-0.946904506334677	0.267095213062768	0.372045159325799
A2ML1	-0.808805962588956	0.267297495078938	0.372083315651959
LIPN	-0.935784974019201	0.267335976814834	0.372083315651959
ANKRD22	0.935784974019202	0.267335976814833	0.372083315651959
OR51B2	0.935784974019201	0.267335976814834	0.372083315651959
OR56B1	0.935784974019201	0.267335976814834	0.372083315651959
SCGB1D2	-0.935784974019201	0.267335976814833	0.372083315651959
C12orf77	-0.935784974019201	0.267335976814833	0.372083315651959
KRTAP1-3	-0.935784974019201	0.267335976814834	0.372083315651959
LOC100507410	-0.935784974019201	0.267335976814833	0.372083315651959
CASR	-0.935784974019201	0.267335976814834	0.372083315651959
PCAT1	0.935784974019201	0.267335976814834	0.372083315651959
DMRT1	0.935784974019201	0.267335976814834	0.372083315651959
LOC100129046	0.925869192887851	0.267389123281246	0.372132534835286
RAB11FIP4	0.872815956482168	0.267509724429781	0.372275619699249
AKAP1	0.748430187328118	0.267712623810219	0.372470971248964
PANK2	0.874133739412751	0.267716958672605	0.372470971248964
TXN2	0.710144382627843	0.26771959375271	0.372470971248964
MYH9	0.725522869183179	0.267721297837889	0.372470971248964
PCDH15	-0.75226288014274	0.267795990366825	0.372550119293722
TRIM55	-1.05664166714744	0.267984769831314	0.372787960745202
IGF2-AS1	1.3297842519335	0.268102811753296	0.372927375614828
CERS3	0.961785811352959	0.268244182824213	0.373099220324326
ABHD3	0.815667051724778	0.268653652573973	0.37363892057505
ATPBD4	0.748901095620154	0.268668041886992	0.37363892057505
TMEM179B	0.701929816293145	0.268685772570647	0.37363892057505
RPSAP9	0.831066507345731	0.268707261853737	0.373643973789042
DUSP5	-0.733524849054262	0.268930178518458	0.37391745291814
KNG1	-1.52062629586937	0.268939672363134	0.37391745291814
TP53AIP1	0.762948056226665	0.269270202052505	0.374352129162285
HLA-C	-0.846122766967209	0.269531729204278	0.37469082344574
HCLS1	-0.814136568822973	0.269698117652679	0.374897223993621
TARS2	0.810384887185186	0.269826099138136	0.375026999812798
MIEN1	0.708692178564572	0.269827320519043	0.375026999812798
AP2A1	0.949142914159145	0.269970654383768	0.375201295984242
MET	-1.02496628741474	0.269990226581499	0.375203578260357
MALAT1	0.85376524360283	0.270019064300335	0.375218735609855
SPRED1	0.784364455182126	0.270096776705911	0.375301802745543
LOC100129269	0.903656795211087	0.270130960632239	0.375324008444178
TXLNB	-0.896234347258949	0.27014862922614	0.375324008444178
FLJ33065	0.680089908043743	0.270239421680785	0.375425223268412
ADAM22	1.12191325737834	0.270267305586741	0.375432663478412
CDH16	-0.912321864722068	0.270298600208628	0.375432663478412
HSD3B2	-0.912321864722068	0.270298600208628	0.375432663478412
BTBD2	0.795983033034253	0.270343289717607	0.375447866914973
LMLN	0.974113026062132	0.270363267663985	0.375447866914973
LAMB3	-1.01064184089992	0.270363371238733	0.375447866914973
SLC15A2	-0.855933118554283	0.270389960825228	0.375459875264016
DNMBP-AS1	-1.18418034100959	0.270462404640766	0.375535550362462
EDN3	-0.751716947073933	0.270496110885481	0.375557432085296
ADCK3	0.820433733202612	0.270615058713267	0.375697652665948
DUSP15	0.751654641602355	0.27069652667567	0.375767223203505
ATP5EP2	0.773976031629121	0.270701523119724	0.375767223203505
FAM153C	-1.26206043191394	0.270719041241329	0.375767223203505
C20orf26	1.16199990039343	0.270881464800629	0.375967734457649
SH3BGRL3	0.732599111227301	0.271044957730994	0.376169703241728
SUMF2	0.776389688240267	0.271092557920716	0.376210814181902
BMX	-0.72439757175874	0.271144081953631	0.376257364652632
PRRT1	-1.13117338995347	0.271226111452496	0.376346237534311
FBXL7	0.873209332542829	0.271289591151661	0.376409361121845
COL7A1	0.73788207627451	0.271416429331965	0.376560379248207
FLJ35390	0.860003921833944	0.271543123264232	0.376711177235966
UBAP1	0.794344572886543	0.271620063747998	0.376772960075268
KIAA1467	1.08614787800778	0.271623667958305	0.376772960075268
SLA2	0.775031791322015	0.271646419483396	0.376779543587826
LOC100129931	0.865283605621297	0.271833771266872	0.377014415265811
SLC41A3	0.76972787922364	0.271866984584913	0.377021650149001
SERPINB6	-0.754504546200781	0.271875021540114	0.377021650149001
GBE1	0.878924156351634	0.271904913922702	0.377038117337914
C16orf7	0.758623074673148	0.271982549282569	0.377120780962565
HYAL3	0.915079358738289	0.272005333129953	0.377127383626674
SENP2	0.917392771243586	0.272141320264255	0.37729092804093
CPOX	0.880249839546706	0.272161679393171	0.377294157203147
MAGI2-AS3	0.774415226169057	0.272311694289655	0.377463507160458
MIR320D1	0.988298733014695	0.272319916257356	0.377463507160458
VCX3B	-0.912321864722068	0.272423417521703	0.377581960197321
ZADH2	0.846544961561609	0.272505303205983	0.377670440087979
LINC00202	-0.903642474022652	0.272541675349305	0.377695834328448
C4orf48	0.848806267525076	0.272610030740809	0.377755316039492
NDFIP1	0.982103539265026	0.272620700699054	0.377755316039492
EPHX4	-1.10206725713667	0.272839260159341	0.378033129715577
PRICKLE3	-0.745145103866086	0.272976523655283	0.378185395054143
LOC389791	-0.845350966746736	0.272985300214701	0.378185395054143
ITGA7	-0.736469474816512	0.273158425702025	0.37840018643192
SRP68	0.858328298440233	0.273239524611556	0.378487475476364
ACVRL1	0.709779495522401	0.273419470223551	0.378711664938975
MLF1	0.78414893647472	0.273477822608273	0.378767417823862
TSPAN31	0.708070925678139	0.273511641793313	0.378770418851333
IL1RAP	0.826499399007985	0.273516190349923	0.378770418851333
CMTM2	0.914293400246912	0.273569978085118	0.378819835985255
NUDCD3	0.945762773063227	0.273596286776025	0.378831198112559
LOC729970	0.731722919963462	0.273656529058188	0.378882993623651
FDX1	0.775988969379247	0.273669905792865	0.378882993623651
PNMAL1	1.0504963022113	0.273776157229468	0.379005018932511
SNAP91	1.20336913011424	0.273838903291246	0.379066804939645
ESRP2	1.28438620389024	0.27407759192972	0.379353668884565
APOA1	0.695820947083447	0.274082391277155	0.379353668884565
DICER1-AS1	0.70019747433762	0.274236426595826	0.379541763422239
FAM86DP	0.990064669625775	0.274264001172508	0.379554823658217
LOC641518	-0.763168872398328	0.274563645408044	0.379928281065022
FAHD2A	0.766249024906745	0.274570170818424	0.379928281065022
RPS27L	0.724229496244452	0.274626709095097	0.379981388159482
FAM19A2	1.14376772124597	0.274746381467989	0.380013370605009
DENND1C	-0.88011970471236	0.274772989116108	0.380013370605009
GALNT7	0.832754788552143	0.274851131943292	0.380013370605009
KIAA0430	0.948290659367705	0.274878652096535	0.380013370605009
FAM183A	0.935784974019202	0.274976701600929	0.380013370605009
PDZK1IP1	-0.935784974019201	0.274976701600929	0.380013370605009
SLC18A3	0.935784974019202	0.274976701600929	0.380013370605009
SFTPA1	0.935784974019201	0.274976701600929	0.380013370605009
ELF5	-0.935784974019201	0.274976701600929	0.380013370605009
BTG4	-0.935784974019201	0.274976701600929	0.380013370605009
C2orf91	-0.935784974019201	0.274976701600929	0.380013370605009
DNAJB8-AS1	0.935784974019201	0.274976701600929	0.380013370605009
ENAM	-0.935784974019201	0.274976701600929	0.380013370605009
FAM217A	-0.935784974019201	0.274976701600929	0.380013370605009
HCP5	-0.935784974019201	0.274976701600929	0.380013370605009
CLDN3	-0.935784974019201	0.274976701600929	0.380013370605009
BARX1	-0.935784974019201	0.274976701600929	0.380013370605009
ZCCHC5	-0.935784974019201	0.274976701600929	0.380013370605009
GIPC2	-0.780345639278355	0.275205171151199	0.380303996005415
IRAK1	0.736917567472887	0.275424972387367	0.380580957839421
CSF3	0.991334930489019	0.275441967240659	0.380580957839421
GAS6	0.766547650819819	0.275501710506278	0.380638372775279
PPP3R2	1.01963122968452	0.275548984078775	0.380678552903706
UFL1	0.753836953149981	0.275594398728242	0.380689962398551
TMEM123	0.756017295844117	0.275596077026838	0.380689962398551
LOC388948	-0.861654166907051	0.275611819284051	0.380689962398551
SRSF8	0.807092592140892	0.275720364984052	0.380814755306995
CPD	0.954644675726314	0.275770616439172	0.380859023205261
HSPA4L	1.00272588081436	0.275916181317561	0.381034911255282
PITPNM1	0.89460529400117	0.276009326005323	0.381138389599273
NUDT4	0.923833384683619	0.276115966308326	0.381260489011418
MPV17L2	0.749499744544194	0.276134214283571	0.381260528378069
SIRT3	0.794515534609641	0.276192119012531	0.381304209876783
TMEM140	0.740482184765071	0.27620229443335	0.381304209876783
PRR7	0.862715630031987	0.276233409119372	0.381322007997359
UBOX5	0.789243908518795	0.276407984215498	0.381523359261849
CHCHD2	0.706351312505438	0.276415734004057	0.381523359261849
MED11	0.694884252751906	0.276462594194439	0.381559153463257
FOXS1	0.720649481984803	0.276478134567684	0.381559153463257
DENND4B	0.878332724144521	0.276545292124964	0.381626667304603
POU4F3	-0.773976031629121	0.276626869070716	0.38168890031477
CPA1	-0.773976031629121	0.276626869070716	0.38168890031477
PGRMC1	0.864029009239604	0.276693436645216	0.381755578244727
PDZD11	0.750579768163904	0.276740232552464	0.381794970094466
CHRNA1	-1.56849176934613	0.276847995948004	0.381918462865577
GPR180	0.891116289553328	0.276902352827397	0.381950346195561
WLS	0.718103973956853	0.276907612641349	0.381950346195561
ARHGEF4	-0.854541467640539	0.276966478093216	0.382006361757094
MRPS26	0.730251586111222	0.276991380219478	0.382015529062993
C19orf73	0.778480967120615	0.277169985973665	0.382236663139905
PKNOX2	0.876951096194768	0.277321347933319	0.382420199463106
SIPA1	0.718575382981296	0.277517220506851	0.382665086737373
LOC100329109	0.981179812240761	0.277595277415974	0.38274749787222
SLC7A2	-0.752158527021943	0.277683721449523	0.382844218938775
LOC100270746	0.880294291153546	0.277728711460368	0.382881020885412
FOXP3	0.821993021647341	0.277968459604971	0.383186296817762
SCAND1	0.731893385239733	0.278034757969508	0.383252443532701
GJA5	0.802692562331325	0.27808448749084	0.383278614149986
TTC19	0.868351267990064	0.278105437666535	0.383278614149986
WWTR1	0.715999339585796	0.2781086914486	0.383278614149986
KLLN	0.798596396306781	0.278183453866806	0.383345499017124
FOXD2	1.13432155565942	0.278193861611108	0.383345499017124
OSTN	1.17239777940032	0.278286433893691	0.383441559834863
PSMA5	0.856104034509091	0.278300220336993	0.383441559834863
WDR49	0.907467915576238	0.278518999914028	0.383717729422671
PLAC8L1	0.7223685230903	0.278594974294219	0.383797131802556
C19orf45	0.936065299498993	0.278895939239521	0.384186454119296
TRIM72	1.07775537278682	0.278922492746522	0.384197741127812
RAB3IP	0.746703840638017	0.279098905124338	0.384415433991437
MIR3197	0.861654166907052	0.27932979670535	0.384657497095036
PMCHL1	0.861654166907052	0.27932979670535	0.384657497095036
MIR378D1	0.861654166907052	0.27932979670535	0.384657497095036
CLRN2	0.968963531869506	0.279364985111529	0.384680639497523
PTER	-1.40678448380903	0.279390474346254	0.384690424145921
NCF1C	1.00991578113135	0.279419901308582	0.384705628974497
MIR3619	1.05664166714744	0.279565075212158	0.384831238768584
MIR138-1	-1.05664166714744	0.279565075212158	0.384831238768584
WISP1	0.989073377758542	0.279581625920273	0.384831238768584
MTIF3	0.800031928284308	0.279584694781554	0.384831238768584
CDC37	0.824669721494154	0.279612311932287	0.384833542604599
LOC153910	-1.28183001698146	0.279646526532891	0.384833542604599
SYTL5	-0.896703826103996	0.279652045719702	0.384833542604599
DOM3Z	0.855364935161711	0.27965992938871	0.384833542604599
FAM41C	0.76914284173075	0.280360862796204	0.385772712708664
TMEM61	-1.07901306576695	0.28042918283057	0.385841349195378
DYNLL2	0.863120048867062	0.280467754813348	0.385869049127161
ADAM23	1.31695578214156	0.280557555851516	0.385967221993875
GET4	0.7671416474862	0.280583627541312	0.385977714299861
PPP1R37	0.856992920464573	0.280646721789197	0.386039131016942
PSMC2	0.821171418550973	0.280719611222384	0.386114012385934
TRIM17	-0.98360313268682	0.280744282866087	0.3861225674174
TMEM242	0.881770739338904	0.280843528391087	0.386213963433516
HRAS	0.717445011244975	0.280878791406303	0.386213963433516
PER3	-0.720580253724844	0.280884469226042	0.386213963433516
SERP1	0.682981070876894	0.28088456033139	0.386213963433516
ACPP	1.09365210461035	0.280949832488213	0.386278330791613
SPRY2	0.742382646675647	0.281006907304569	0.386331419897208
CDC40	1.02318510581572	0.281097185105899	0.386430146861519
GJA4	0.786047906915354	0.281256092982413	0.386623201849173
AMFR	0.831203551287026	0.281540821346123	0.386989176792497
RPL23AP32	0.732132404267835	0.281599241269273	0.38702354568007
M6PR	0.9006384651962	0.281602814992103	0.38702354568007
IQCK	-0.732224966084533	0.281675953414217	0.387098640647922
RABGGTB	0.776102363089148	0.281739679222828	0.387160791135861
KCND3	1.06044221032409	0.281786215162214	0.387199313053023
COL14A1	-0.762861841174437	0.281856277831587	0.387270155607603
LOC729678	0.765147120478249	0.282148673742032	0.387646454384201
SLC25A14	0.934809114128261	0.282233204813482	0.387737135236799
SLC25A13	0.873315178327447	0.282295156953782	0.387796786871584
HLA-DRB5	1.26911830735253	0.282546584026399	0.388116700625996
STC2	-0.697099749088185	0.282719990789242	0.388329407762105
GNG13	-1.04416470123985	0.282816422052714	0.388424244562489
AK3	0.700665205948183	0.28282615953353	0.388424244562489
IRF1	-0.674238954778402	0.282886817188422	0.38848205384466
ITGAD	-1.10730936496245	0.282922987110134	0.388496867600768
DNAAF1	-0.905695062332281	0.282934734886538	0.388496867600768
ENPP3	-0.729463916700372	0.283170177569333	0.388794641809321
SCG2	-1.21819631428745	0.283215508152297	0.388831368822659
WDR78	0.784176895158106	0.283417903522898	0.389083713778138
COL19A1	1.27510594682986	0.283517294395452	0.389194627559645
FAS	-0.841290697496796	0.283734214769027	0.389447112823497
C1orf130	-1.0798219782318	0.28374700843089	0.389447112823497
ADAM28	1.1287852738741	0.283757054822702	0.389447112823497
ACCN1	1.03675612127461	0.284205173777883	0.390036559973503
CACNA2D4	-0.782641101140102	0.284363019656069	0.390227591928841
LOC728606	-0.70866498067192	0.284389876777679	0.390238856488506
CYBASC3	0.738641874222512	0.284657054957685	0.390579865716642
KIAA0195	0.693826835794187	0.284679871145262	0.39058556147297
EPHA10	0.957727332433184	0.284741035337123	0.390643867138572
FABP3	1.05227212094477	0.284864053593846	0.390787018847831
ITIH1	0.935784974019202	0.284976368365642	0.390915469316252
UBE2B	0.800570184763745	0.28516465336847	0.391148108048545
ADORA2B	-0.87302846493713	0.285215579117041	0.391192318844019
ANGPT4	-0.754344801944598	0.285454015308655	0.391493690152636
LOC100129196	-0.811819013505925	0.28553583373596	0.391580238335324
BOLA1	0.711122715808384	0.2855655881876	0.391595379974687
CHRNB3	-1.29435732536347	0.285611825456272	0.391633120994558
TUBGCP5	0.909423613113952	0.286171195044546	0.392374421930426
PARM1	-1.10604890878531	0.28622574575989	0.392423504931629
C12orf53	0.918956149604989	0.286356465709411	0.392577004811003
PPP2R5B	0.881484143956746	0.286747924423285	0.393087917882847
TNFSF8	0.814928280890966	0.286790879029358	0.393106934179356
BEX2	0.92723049607085	0.286799367490979	0.393106934179356
FARSA	0.883909839077035	0.286828235136078	0.393120752453338
PRKAG1	0.763657398066182	0.287657664388147	0.394231729974875
C14orf119	0.748647561826169	0.287724418883987	0.394297392898908
DEDD2	0.857706094486992	0.28777173290401	0.394336407749938
N4BP2L1	-0.829355419319881	0.287837165008388	0.39439240296403
CHST9	0.956304162069429	0.288016071402996	0.39439240296403
KBTBD12	0.780343668670199	0.288024027488431	0.39439240296403
CAMK1	0.773553030418665	0.288035449354562	0.39439240296403
FCAMR	-0.861654166907052	0.288076454138641	0.39439240296403
OR5M8	0.861654166907052	0.288076454138641	0.39439240296403
SLCO1B1	-0.861654166907052	0.288076454138641	0.39439240296403
LOC727924	-0.861654166907052	0.288076454138641	0.39439240296403
DEFB127	-0.861654166907052	0.288076454138641	0.39439240296403
MIR1208	-0.861654166907052	0.288076454138641	0.39439240296403
UTS2	0.861654166907051	0.288076454138641	0.39439240296403
MIR3157	0.861654166907051	0.288076454138641	0.39439240296403
RSPH6A	0.861654166907051	0.288076454138641	0.39439240296403
SIGLEC12	0.861654166907051	0.288076454138641	0.39439240296403
GDF7	-1.31286648511195	0.288130871242509	0.394441097188326
CNTN2	1.04200865039947	0.288160621474948	0.394451336423008
SOX8	-0.768776771985979	0.288176050426978	0.394451336423008
EXTL2	0.95836842626816	0.288294449259272	0.394587588802375
DGCR6	-0.678274815907295	0.288349933912988	0.394637718578365
SLC9A8	0.729913793585229	0.288403308694888	0.394684954401231
CDS2	0.851621751024602	0.288540382965692	0.39484672076511
CLRN3	-1.17152439094325	0.288631973958939	0.394946229455618
ATXN7L3	0.884397080305954	0.288758976448677	0.395094176877534
PFKM	0.766872533511697	0.28884150782721	0.395181261379026
STK24	0.800803287500555	0.289141732947707	0.395566154789731
CAMKMT	-0.700168488592159	0.289163388217933	0.395569919712916
SMAD3	-0.739153712427584	0.289238102712004	0.39564626339073
SPRNP1	-1.03848726797635	0.289343237880798	0.395764206542491
DEGS1	0.761466961377431	0.289415471633147	0.395837134600995
TGDS	0.686145462634609	0.289480261109879	0.395899872164259
CHST8	0.994412462262341	0.289525281525849	0.395935566671672
RHBDL2	-0.796542377255054	0.28962057835834	0.396031554719959
PCDH1	0.966786912553093	0.289633322824919	0.396031554719959
C1orf126	0.702592632680722	0.289672669814857	0.396059476546598
FAM110D	0.676413534712197	0.289714817619438	0.396091223932077
THAP10	0.863059662261397	0.290165667071635	0.396660662614883
ATP13A2	0.920945040279338	0.290169235559048	0.396660662614883
ECHDC1	0.760202890277042	0.290235799651827	0.396725739337261
CDK5	0.894752743158093	0.290346857646657	0.396851622672368
EPN3	-1.15647674037104	0.290378149340382	0.396868470583033
C1orf74	0.962466540169293	0.290578040084274	0.397076713879924
CYB5A	0.673416315556325	0.290585240768411	0.397076713879924
DNAJC5	0.903328983829114	0.290587441286302	0.397076713879924
OR6A2	0.810986469092036	0.29084070922005	0.397396844997634
FXYD7	-0.735476162351259	0.290909769253544	0.397465254074149
LINC00493	0.717158358796956	0.291529386819237	0.39828582284908
PDCD1LG2	1.19189489571105	0.291771352305683	0.398590372003442
DUSP10	0.847379743268335	0.291838084044243	0.398655509283232
ALKBH3	0.848056135369912	0.292007949819364	0.398861511613578
ProSAPiP1	-0.909847677544929	0.292157300551625	0.399039466832668
FAM135B	1.13581665441415	0.292240568948625	0.399127146966384
CCDC24	0.71200224661718	0.292374400891809	0.399283868241336
CR1	0.981177682780324	0.292588847337218	0.399550653835724
DHCR24	1.18989602618749	0.292644811247372	0.399600999684339
GATM	-0.729486810696319	0.292854578052327	0.39983776270675
POLR2E	0.73949250502255	0.29285641732803	0.39983776270675
URM1	0.700880907103549	0.292931088767602	0.39991361975149
TWF2	0.829509127517375	0.293215667999081	0.400276017258058
BRDT	-0.807154589479426	0.293265420765787	0.400302970405243
PLA2G6	0.785536617865625	0.293273670996979	0.400302970405243
FOXH1	-0.958156372638713	0.293295210284578	0.400306259484417
GFRA2	1.00607001875643	0.293322000408412	0.400316714312035
LIMS2	-0.684164614714635	0.293556021390404	0.400609971541385
MAN1A1	0.962044793314321	0.293690832867564	0.400767810145853
BCAN	-0.740363858471017	0.293754752320686	0.400826836579664
CSRNP1	-0.67465625998951	0.293772397621251	0.400826836579664
MYBPC3	-0.974277379825846	0.293799348892676	0.400837473916296
WBP4	0.800160069051589	0.294114151474067	0.401240806685334
PVT1	0.773799438238932	0.294179519080684	0.401288829343717
C3AR1	0.857302115965237	0.294187705770905	0.401288829343717
FADS3	0.72256508526035	0.294322990674946	0.401447197423017
ZNRD1-AS1	0.833155426813184	0.294420284915996	0.401553730180026
C1orf141	-0.861654166907051	0.294487887530336	0.401619755895452
ALB	-0.922057561200421	0.294634648673965	0.401793721612994
FOS	0.691446069247213	0.295085132115923	0.402381824231578
CREB3	0.696742675897475	0.295156430590232	0.402450772955926
AQP12A	0.958156372638714	0.29517415957792	0.402450772955926
GPR62	-0.992905108272744	0.295276863823981	0.402541462066412
TRPC3	0.695404502309483	0.295279147601998	0.402541462066412
C12orf26	0.688813510821831	0.295307939908005	0.402554488340493
FLOT2	0.79580918941167	0.295365546268481	0.40260678877112
FBXO34	1.02208952953758	0.295480635114103	0.40273743049552
CSF1	-0.689948430232006	0.295741219595856	0.403066351521615
FBF1	0.736453400903096	0.295922197151529	0.403286740318652
ODF3L1	-0.805012499759614	0.295961210411592	0.403313642164169
TLN1	0.671064187007204	0.296022139602156	0.40337040394053
FAM46D	0.810986469092036	0.296072389025409	0.40338634108638
CBLC	-0.810986469092035	0.296072389025409	0.40338634108638
ICAM1	-0.675792320791755	0.29615546212238	0.403473255232612
MYPOP	-0.820332741143059	0.296264940553861	0.403596129550817
AXL	-0.786156624967135	0.296360888206371	0.403700556347254
ZNF323	0.750987101451019	0.296457890345445	0.403790745874424
TTC39B	0.931223243387314	0.296493704444524	0.403790745874424
CALD1	0.673187074751877	0.296511237276764	0.403790745874424
FLJ14186	0.811645806228843	0.296520345552681	0.403790745874424
LOC100271832	-1.08844818884033	0.296523577934257	0.403790745874424
RAB40C	0.823247322103905	0.296558759972626	0.403812377094428
PODN	-0.666226982235662	0.296605156336796	0.403849274611478
SLC4A2	0.774700341011437	0.296633451945947	0.403861523449635
PNMAL2	-0.986120515938754	0.297004812321203	0.404340817294483
POLRMT	0.776914323053553	0.297079183721588	0.404415755826045
CHKA	0.695915543726287	0.297360359359386	0.404772190200645
C5orf56	-0.658746931316069	0.297414345131899	0.404819343451939
NAGPA	-0.845116380465477	0.297478433226357	0.404880240240309
FHOD1	0.706746281714678	0.297531976406561	0.404920179626259
RBM43	0.721645150749062	0.297546478166538	0.404920179626259
ADAM21	1.34480334359528	0.297594842477496	0.404959661443887
LOC407835	0.922691340924811	0.29773963525111	0.40513034704888
LAMA2	0.844633929751599	0.297839850261658	0.405240358034815
UCHL5	0.911373835093351	0.297931147208076	0.40533822160303
CDKN2C	0.96269245394491	0.298087936344573	0.405525169415325
WIPI2	0.790496067827119	0.29812520500839	0.405549505298418
BTBD6	0.747983920369249	0.298145004320591	0.405550075429841
TMEM151A	-0.983351778072353	0.298302106128836	0.405737398300424
IL1RL2	-1.01800139985768	0.298533217560183	0.406025354911244
C2orf81	0.738778524553645	0.298560528299599	0.406036109390876
C1orf201	-0.975786918267089	0.298721579326575	0.406228734662588
MCC	0.647027179929191	0.298889244393511	0.406430328687933
VPS11	0.813789104644767	0.299146844278297	0.406747970988828
CNKSR2	1.12852391095369	0.299161713728809	0.406747970988828
IQCH	0.886720569084958	0.299280837036197	0.406883497649394
SNTG1	1.02313218061136	0.299314193344037	0.406902410830723
SERTAD4	1.2490509073133	0.299840000823846	0.407590740368962
NDUFB4	0.661818175367956	0.299940057450984	0.407700269062636
C7orf55	0.651567971449052	0.300040022474938	0.407809659022509
BMP6	0.735324097425935	0.300158399919846	0.407944059019465
TTLL13	0.806917050157745	0.300234100696458	0.408020443640348
KCNH4	-1.19591525574228	0.300300709700268	0.408061323772143
SORCS3	0.919325065133772	0.300303181978926	0.408061323772143
MIR22HG	-0.74058657487019	0.300413384794498	0.408184565301581
IL11RA	0.682785499463235	0.300477498476718	0.408245171609129
OAZ2	0.696595839192357	0.300503447972358	0.408253921461375
CEP112	0.655068188498136	0.300801563424461	0.40863240172814
BFSP1	-0.947030518993149	0.300844179451046	0.408663764958947
ARHGEF26-AS1	-0.732389019485646	0.300908664932524	0.408723545749746
FIGNL2	0.772381206357537	0.30092725171396	0.408723545749746
P2RX1	-0.723259265057674	0.300968468068538	0.408734138085752
ST8SIA3	-1.38629660016594	0.301022372862478	0.408734138085752
TMEM70	0.922615123458271	0.301134452768038	0.408734138085752
TCEAL2	0.786646999468801	0.301153778605928	0.408734138085752
LOC151534	0.824643729444137	0.301296061793083	0.408734138085752
TNFRSF9	0.861654166907052	0.301355596068673	0.408734138085752
SLAMF1	-0.861654166907052	0.301355596068673	0.408734138085752
VENTX	-0.861654166907052	0.301355596068673	0.408734138085752
MIR181A2	0.861654166907052	0.301355596068673	0.408734138085752
OCLN	0.648836757911211	0.301431639937683	0.408734138085752
EFEMP2	0.707339293916916	0.301700683439014	0.408734138085752
ACY3	-1.51429618691022	0.301868080234793	0.408734138085752
MIR3115	0.666666666666666	0.30187260365647	0.408734138085752
MIR4483	-0.666666666666667	0.30187260365647	0.408734138085752
MIR4681	0.666666666666666	0.30187260365647	0.408734138085752
FAM24A	0.666666666666666	0.30187260365647	0.408734138085752
PGA4	0.666666666666667	0.30187260365647	0.408734138085752
DEFB108B	0.666666666666667	0.30187260365647	0.408734138085752
MIR326	0.666666666666666	0.30187260365647	0.408734138085752
KCTD14	0.666666666666667	0.30187260365647	0.408734138085752
PRB4	0.666666666666666	0.30187260365647	0.408734138085752
MIR1293	0.666666666666666	0.30187260365647	0.408734138085752
MIR3173	0.666666666666667	0.30187260365647	0.408734138085752
SNORD114-9	0.666666666666666	0.30187260365647	0.408734138085752
ADAM6	0.666666666666667	0.30187260365647	0.408734138085752
MIR4515	0.666666666666667	0.30187260365647	0.408734138085752
MIR3178	0.666666666666666	0.30187260365647	0.408734138085752
MIR548X	0.666666666666666	0.30187260365647	0.408734138085752
TEKT4	-0.666666666666667	0.30187260365647	0.408734138085752
MIR4774	0.666666666666667	0.30187260365647	0.408734138085752
LOC100507443	0.666666666666666	0.30187260365647	0.408734138085752
MIR3131	0.666666666666667	0.30187260365647	0.408734138085752
